,Name,City,INN,reliable,dobro_mail,need_help,https,legal_fee
320,Благотворительный фонд помощи детям и малоимущим гражданам «Простые вещи»,Москва,0,1,1,1,0,1
321,"АНО по формированию и развитию дружелюбной разновозрастной среды, профессиональной и межпоколенческой коммуникации «Пора жить»",Москва,0,1,1,1,0,1
322,Encorecharity,Москва,0,1,1,1,0,1
323,"АНО Центр ""Ориентир""",Новосибирск,0,1,1,1,1,1
324,"Ассоциация пациентов и специалистов, помогающих людям с ВИЧ, вирусными гепатитами и другими социально значимыми заболеваниями «Е.В.А.»",Санкт-Петербург,0,1,1,1,0,1
325,"Благотворительный фонд помощи семьям в трудной жизненной ситуации ""Свет в руках""",Москва,0,1,1,1,1,1
326,"Благотворительный фонд ""Дом Роналда Макдоналда""",Москва,0,1,1,1,0,1
327,"Благотворительный Фонд помощи животным ""Благое Дело""",Сочи,0,1,1,1,0,1
328,Специализированный фонд управления целевым капиталом для развития Московского физико-технического института,г. Долгопрудный Московской области,0,1,1,1,0,1
329,Благотворительный фонд помощи ментальным инвалидам Единение,Москва,0,1,1,1,0,1
330,"Благотворительный фонд ""Доброделы Петербурга""",Санкт-Петербург,0,1,1,1,0,1
331,"Благотворительный фонд ""Абсолют-Помощь""",Москва,0,1,1,1,0,1
332,"Некоммерческий благотворительный фонд помощи детям ""Дедморозим""",Пермь,0,1,1,1,0,1
333,"Благотворительный фонд ""Мир Доброты""",Санкт-Петербург,0,1,1,1,0,1
334,"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОМОЩИ ЛЮДЯМ, НАХОДЯЩИМСЯ В ТРУДНОЙ ЖИЗНЕННОЙ СИТУАЦИИ, ИМЕНИ А.С. МАКАРЕНКО",Таруса,0,1,1,1,0,1
335,"Автономная некоммерческая организация ""Семья детям""",Екатеринбург,0,1,1,1,0,1
336,Фонд развития гуманных методов исследования фармацевтических и косметических средств «СеллСтандарт»,Санкт-Петербург,0,1,1,1,0,1
337,"Благотворительный фонд помощи многодетным семьям ""Два крыла""",Уфа,0,1,1,1,0,1
338,"Автономная некоммерческая организация ""Центр содержания бездомных животных""",Москва,0,1,1,1,0,1
339,Благотворительный фонд «Старость в радость»,Москва,0,1,1,1,0,1
340,Благотворительный фонд помощи детям с онкогематологическими и иными тяжелыми заболеваниями«ДоброСвет»,Москва,0,1,1,1,0,1
341,Благотворительный фонд «Солнечный город»,Новосибирск,0,1,1,1,0,1
342,Благотворительный фонд «Детские сердца»,Москва,0,1,1,1,0,1
343,"Благотворительный фонд ""ПравЖизнь""",,0,1,1,1,0,1
344,Фонд помощи детям и молодежи «Обнаженные сердца»,Москва,0,1,1,1,0,1
345,Благотворительный фонд «Вера»,,0,1,1,1,0,1
346,Подарок ангелу,Москва,0,1,1,1,0,1
347,"Благотворительный фонд ""Подсолнух""",Москва,0,1,1,1,0,1
348,Детские деревни SOS,Москва,0,1,1,1,1,1
349,Ассоциация «Некоммерческое партнерство развития донорства «Донор-Сёрч»,Казань,0,1,1,1,0,1
350,Благотворительный фонд «Измени одну жизнь»,Москва,0,1,1,1,0,1
351,Благотворительный фонд содействия образованию детей-сирот,Москва,0,1,1,1,0,1
352,"Благотворительный фонд ""Планета Добра""",Москва,0,1,1,1,0,1
353,"АНО Центр социальных технологий ""Ломая Барьеры""",Уфа,0,1,1,1,0,1
354,Благотворительный Фонд «Настенька»,москва,0,1,1,1,0,1
355,Союз волонтерских организаций и движений (СВОД),Москва,0,1,1,1,0,1
356,"Благотворительный фонд ""Линия жизни""",Москва,0,1,1,1,0,1
357,"Благотворительный фонд ""Протяни руку""",Москва,0,1,1,1,0,1
358,Благотворительный фонд «Артист»,Москва,0,1,1,1,0,1
359,"Благотворительный фонд ""Мир Сердца""",Москва,0,1,1,1,0,1
360,"Благотворительный центр ""Верю в чудо""",Калининград,0,1,1,1,1,1
361,"Фонд поддержки научной и научно-технической деятельности молодежи ""Время науки""",Санкт-Петербург,0,1,1,1,0,1
362,Центр социальной реабилитации «Турмалин»,Москва,0,1,1,1,0,1
363,Экологическое движение «РазДельный Сбор»,Санкт-Петербург,0,1,1,1,0,1
364,Благотворительный фонд помощи животным «Подбери друга»,Москва,0,1,1,1,0,1
365,Благотворительный фонд «Фонд борьбы с лейкемией»,Москва,0,1,1,1,0,1
366,«Колесо Обозрения»,Москва,0,1,1,1,0,1
367,"Фонд медицинских решений ""Не напрасно""",Санкт-Петербург,0,1,1,1,1,1
368,Благотворительный фонд содействия решению проблем аутизма «Выход»,Москва,0,1,1,1,0,1
369,"Благотворительный центр ""Радуга""",Омск,0,1,1,1,0,1
370,"Благотворительный фонд ""Бюро Добрых Дел""",Москва,0,1,1,1,0,1
371,Региональная общественная организация родителей детей-инвалидов,Киров,0,1,1,1,0,1
372,"Благотворительный фонд ""РЭЙ""",Москва,0,1,1,1,0,1
373,"Зоозащитный центр ""Новый Ковчег""",Обнинск,0,1,1,1,0,1
374,"Благотворительный фонд помощи детям с онкологическими и онкогематологическими заболеваниями ""Жизнь""",Москва,0,1,1,1,1,1
375,Благотворительный образовательный фонд Мархамат,Уфа,0,1,1,1,0,1
376,"Центр равных возможностей ""Вверх""",Москва,0,1,1,1,0,1
377,"Благотворительный фонд ""Шередарь""",Москва,0,1,1,1,0,1
378,"Благотворительная организация ""Шаг Навстречу""",Санкт-Петербург,0,1,1,1,0,1
379,"Благотворительный фонд помощи детям ""ДетскиеДомики""",Москва,0,1,1,1,0,1
380,Ассоциация ГАООРДИ,Санкт-Петербург,0,1,1,1,0,1
381,"НО ""БФ ""Личное участие""",Самара,0,1,1,1,0,1
382,Ассоциация cоциально-ориентированных некоммерческих организаций «Благотворительное собрание «Все вместе»,Москва,0,1,1,1,0,1
383,РакФонд,Москва,0,1,1,1,1,1
384,"Благотворительный фонд ""Наше Наследие""",Иркутск,0,1,1,1,0,1
385,Фонд борьбы с инсультом ОРБИ,Москва,0,1,1,1,0,1
386,"Благотворительный фонд ""Синдром Вильямса""",Москва,0,1,1,1,0,1
387,Благотворительный фонд AdVita,Санкт-Петербург,0,1,1,1,0,1
388,Благотворительный фонд «Добрый город Петербург»,Санкт-Петербург,0,1,1,1,0,1
389,"Благотворительный фонд ""Синдром любви""",Москва,0,1,1,1,0,1
390,"Благотворительный фонд ""Подари надежду""",Москва,0,1,1,1,0,1
391,Санкт-Петербургская благотворительная общественная организация помощи детям и взрослым с ограниченными возможностями «Дети Павловска»,Санкт-Петербург,0,1,1,1,0,1
392,"Благотворительный фонд ""Асенька""",Москва,0,1,1,1,0,1
393,Благотворительный фонд помощи детям с онкологическими заболеваниями,Воронеж,0,1,1,1,0,1
394,"Благотворительный фонд ""Благие Дела""",Казань,0,1,1,1,0,1
395,"Благотворительный фонд ""Спорт для Жизни""",Москва,0,1,1,1,0,1
396,"Благотворительный фонд ""Кораблик""",Москва,0,1,1,1,0,1
397,"Благотворительная организация ""Добрый-Юг""",Краснодар,0,1,1,1,1,1
398,"Благотворительный фонд ""Белый Ирис""",Калининград,0,1,1,1,0,1
399,"Благотворительный фонд ""Образ жизни""",Москва,0,1,1,1,0,1
400,"Благотворительный фонд ""Жизненный путь""",Москва,0,1,1,1,0,1
401,"Киношкола для людей с инвалидностью ""Без Границ""",Москва,0,1,1,1,0,1
402,Комитет против пыток,нижний Новгород,0,1,1,1,1,1
403,"Благотворительный фонд ""Хрупкие люди""",Москва,0,1,1,1,0,1
404,Благотворительный Фонд помощи детям с органическими поражениями центральной нервной системы «ГАЛЧОНОК»,Москва,0,1,1,1,0,1
405,Фонд социального развития «Полдень»,Москва,0,1,1,1,0,1
406,"Автономная некоммерческая организация ""Эколого-просветительский Центр ""Заповедники""",Москва,0,1,1,1,0,1
407,"Православная служба помощи ""Милосердие""",Москва,0,1,1,1,0,1
408,Люблю и благодарю,Екатеринбург,0,1,1,1,0,1
409,Ассоциация родителей и детей с дислексией,Москва,0,1,1,1,0,1
410,Весёлый коридор,Москва,0,1,1,1,0,1
411,"Благотворительный Фонд ""Жизнь как чудо""",Москва,0,1,1,1,0,1
412,"Благотворительный фонд помощи животным ""Вторая жизнь""",Москва,0,1,1,1,0,1
413,"Инклюзивный культурный центр ""ТВЕРСКАЯ 15""",Москва,0,1,1,1,0,1
414,"Благотворительный фонд ""Взрослые - мы""",Москва,0,1,1,1,0,1
415,"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ПСИХОЛОГИЧЕСКОЙ ПОМОЩИ СОТРУДНИКАМ БЛАГОТВОРИТЕЛЬНЫХ ОРГАНИЗАЦИЙ ""ВДОХ""",Санкт-Петербург,0,1,1,1,0,1
416,РОО для лиц с нарушением зрения «ТВОЙ МИР»,Новосибирск,0,1,1,1,0,1
417,Всероссийская Федерация спорта лиц с поражением опорно-двигательного аппарата,Волгоград,0,1,1,1,0,1
418,Благотворительный фонд РАУЛЬ,Санкт-Петербург,0,1,1,1,0,1
419,"Служба помощи ""Милосердие-на-Дону""",Ростов-на-дону,0,1,1,1,0,1
420,"Благотворительный фонд поддержки гуманитарных и социальных программ ""КПМГ""",Москва,0,1,1,1,0,1
421,АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ «ЦЕНТР СОЦИАЛЬНОЙ ПОДДЕРЖКИ «ИНКЛЮЗИВНАЯ МОЛЕКУЛА»,Москва,0,1,1,1,0,1
422,«Ассоциация «Интеграция»,Новосибирск,0,1,1,1,0,1
423,"Благотворительный фонд ""Движение вверх""",Москва,0,1,1,1,0,1
424,Фонд поддержки прикладных экологических разработок и исследований «Озеро Байкал»,Москва,0,1,1,1,0,1
425,Spina Bifida,Москва,0,1,1,1,1,1
426,Благотворительный фонд МойМио,Москва,0,1,1,1,0,1
427,Межрегиональная общественная организация «Алопеция. Счастье быть собой».,Санкт-Петербург,0,1,1,1,0,1
428,"Благотворительный фонд ""Берегиня""",Пермь,0,1,1,1,0,1
429,"Некоммерческая организация ""Благое дело""",Верх-Нейвинский,0,1,1,1,0,1
430,АНО «Детям о важном»,Москва,0,1,1,1,0,1
431,"Центр реабилитации временно бездомных животных ""Юна""",Москва,0,1,1,1,0,1
432,"Благотворительный фонд ""Подари солнечный свет""",,0,1,1,1,0,1
433,EVERLAND: ПРОСТРАНСТВО РАВНЫХ ВОЗМОЖНОСТЕЙ,Москва,0,1,1,1,0,1
434,БФ Преодолей-ка,Москва,0,1,1,1,0,1
435,"""Дети-Ангелы Мурмана"" Мурманская региональная общественная организация детей с инвалидностью и их родителей.",Мурманск,0,1,1,1,0,1
436,"Благотворительный фонд профилактики и реабилитации контагиозности,онкологии и инвалидности",Краснодар,0,1,1,1,0,1
437,Благотворительный фонд «Второе дыхание»,Москва,0,1,1,1,0,1
438,"КРОО ""Центр общественных инициатив ""Диалог""",Гурьевск Калининградской области,0,1,1,1,0,1
439,"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОХРАНЕНИЯ ДУХОВНЫХ ТРАДИЦИЙ И СОЦИАЛЬНОЙ ПОДДЕРЖКИ ""ШМИНИ""",Москва,0,1,1,1,0,1
440,Общее благо,Санкт-Петербург,0,1,1,1,0,1
441,"Благотворительный фонд ""Территория Успеха""",Краснокамск,0,1,1,1,0,1
442,Благотворительный фонд развития инклюзии в спорте Больше Чем Можешь,Москва,0,1,1,1,0,1
443,"Благотворительный Фонд ""Неопалимая Купина""",Москва,0,1,1,1,0,1
444,"Благотворительный фонд ""Дети без мам""",Нижний Новгород,0,1,1,1,0,1
445,"Благотворительный фонд помощи бездомным животным ""Каждая собака""",Москва,0,1,1,1,0,1
446,"АНО Центр помощи семьям с детьми ""ПЛАНЕТА ДОБРА""",Москва,0,1,1,1,0,1
447,Благотворительный фонд помощи социально-незащищенным гражданам,Москва,0,1,1,1,0,1
448,"Благотворительный фонд ""Сила Надежды""",Краснодар,0,1,1,1,0,1
449,Благотворительный Фонд помощи детям и семьям «Наши Дети»,Уфа,0,1,1,1,0,1
450,Юниспорт,Москва,0,1,1,1,0,1
451,"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ПО РАЗВИТИЮ ПОЗНАВАТЕЛЬНОГО ТУРИЗМА ВЕРХНЕВОЛЖЬЯ И ВОЗРОЖДЕНИЮ ТРАДИЦИЙ ""ГОРОД-МУЗЕЙ""",Тверь,0,1,1,1,0,1
452,Благотворительный фонд им. Ани Чижовой,Чебоксары,0,1,1,1,0,1
453,Благотворительный фонд Провидение,Москва,0,1,1,1,0,1
454,"АНО ""ЦСПА ""Лыжи Мечты"" Сергея Белоголовцева""",Москва,0,1,1,1,0,1
455,"Межрегиональный общественный благотворительный фонд поддержки детей с ограниченными возможностями, детей-сирот и детей, оставшихся без попечения родителей «Жизнь в Движении»",Москва,0,1,1,1,0,1
456,"Онкофонд ""Голос за Жизнь""",Москва,0,1,1,1,0,1
457,Уфимский Дом культуры глухих,Уфа,0,1,1,1,0,1
458,"МБОО ""Справедливая помощь Доктора Лизы""",Москва,0,1,1,1,0,1
459,"Благотворительный фонд помощи детям с онкологическими заболеваниями ""Кадуцей""",Москва,0,1,1,1,0,1
460,"Благотворительный фонд ""Созвездие Добра""",Москва,0,1,1,1,0,1
461,Помощь бездомным беспородным животным,Москва,0,1,1,1,0,1
462,"Благотворительный Детский Фонд ""АНАСТАСИЯ""",Краснодар,0,1,1,1,0,1
463,Умка,Новочебоксарск,0,1,1,1,0,1
464,"Комитет ""Гражданское содействие""",Москва,0,1,1,1,1,1
465,"АНО ""Семейный центр социальной абилитации ""Наши дети""",Омск,0,1,1,1,0,1
466,Фонд поддержки творчески одаренных детей и молодежи «Белый Пароход»,Москва,0,1,1,1,0,1
467,ЦЕНТР РЕАБИЛИТАЦИИ ТИГРОВ И ДРУГИХ РЕДКИХ ЖИВОТНЫХ,Владивосток,0,1,1,1,0,1
468,Частное учреждение «Центр социально-трудовой адаптации инвалидов «Мастер ОК»,Санкт-Петербург,0,1,1,1,1,1
469,"МОО ""Аистенок""",Екатеринбург,0,1,1,1,1,1
470,Благотворительный фонд «Выход в Петербурге»,Санкт-Петербург,0,1,1,1,0,1
471,Православная Служба Милосердия,Екатеринбург,0,1,1,1,0,1
472,"АНО Центр социокультурной анимации ""Одухотворение""",Москва,0,1,1,1,0,1
473,"Благотворительный фонд ""Сердца Наших Детей""",Москва,0,1,1,1,0,1
474,Фонд Почувствуй Жизнь,Москва,0,1,1,1,0,1
475,"Фонд поддержки и развития природоохранных и других социально-значимых проектов ""Наш фонд""",Москва,0,1,1,1,0,1
476,"ТРБОО ""Спрятанный мир""",Томск,0,1,1,1,0,1
477,"Калининградская региональная общественная организация ""Арт-Ворота""",Калининград,0,1,1,1,0,1
478,"Коррекционно-развивающий центр ""Семья""",Нефтекамск,0,1,1,1,1,1
479,РетинаФонд. Фонд исследований и лечения заболеваний сетчатки глаза,Москва,0,1,1,1,0,1
480,"Автономная некоммерческая организация социальных и благотворительных программ ""Синяя птица""",Краснодар,0,1,1,1,0,1
481,Благотворительный фонд Зимний Бал,Москва,0,1,1,1,0,1
482,"Межрегиональная благотворительная общественная организация помощи малоимущим ""Центр содействия 2000""",Москва,0,1,1,1,0,1
483,"Фонд ""Благотворительный фонд ""Смайлики""",Екатеринбург,0,1,1,1,1,1
484,Московская областная региональная общественная организация молодых инвалидов и семей с детьми-инвалидами «ОТ СЕРДЦА К СЕРДЦУ»,Долгопрудный,0,1,1,1,0,1
485,Пушкинский фонд поддержки городских проектов и инициатив,Пушкино Московская область,0,1,1,1,0,1
486,"Фонд социальных программ и поддержки женщин ""Александра""",Москва,0,1,1,1,0,1
487,Автономная некоммерческая организация социально-культурных услуг «Упсала-Цирк»,Санкт-Петербург,0,1,1,1,0,1
488,"Новосибирская региональная общественная организация по работе с детьми и молодёжью ""Нешкола""",Искитим,0,1,1,1,0,1
489,Региональная благотворительная общественная организация «Центр лечебной педагогики»,Москва,0,1,1,1,0,1
490,Благотворительный Фонд Константина Хабенского,Москва,0,1,1,1,0,1
491,"Благотворительный фонд ""Подари подарок""",Москва,0,1,1,1,0,1
492,"Автономная некоммерческая организация содействия развитию физической культуры, спорта и здорового образа жизни «Мир без границ»",Переславль-Залесский,0,1,1,1,0,1
493,"Ассоциация некоммерческих организаций, созданных родителями детей с расстройствами аутистического спектра «АУТИЗМ-РЕГИОНЫ»,",Москва,0,1,1,1,0,1
494,"ФОНД ПОДДЕРЖКИ И РАЗВИТИЯ ИСКУСТВА, КУЛЬТУРЫ, СПОРТА, ЭКОЛОГИЧЕСКИХ И СОЦИАЛЬНЫХ ПРОЕКТОВ ""АРКАИМ""",Хабаровск,0,1,1,1,0,1
495,Благотворительный Фонд в поддержку развития спорта инвалидов «ТОЧКА ОПОРЫ»,Санкт Петербург,0,1,1,1,0,1
496,"Благотворительный фонд поддержки семьи, детей и молодежи «Наша семья»",Москва,0,1,1,1,0,1
497,Краснодарская Краевая Благотворительная Общественная Организация «Мелодия счастья»,Краснодар,0,1,1,1,0,1
498,Межрегиональная общественная организация «Мусора.Больше.Нет»,Санкт-Петербург,0,1,1,1,0,1
499,"Фонд помощи пациентам с деменцией и их семьям ""Альцрус""",Москва,0,1,1,1,1,1
500,Санкт-Петербургский благотворительный фонд «Гуманитарное действие»,Санкт-Петербург,0,1,1,1,1,1
501,"Благотворительный фонд ""Прекрасное далёко""",Новороссийск,0,1,1,1,1,1
502,Курская региональная общественная организация «Культурно-просветительское общество «Возрождение»,Курск,0,1,1,1,0,1
503,"Пермская региональная общественная организация ""Территория семьи""",Пермь,0,1,1,1,1,1
504,"Благотворительный фонд Поддержки нуждающихся ""ХЭППИ""",Москва,0,1,1,1,0,1
505,"Благотворительный фонд помощи детям с онкогематологическими и иными тяжелыми заболеваниями ""Пчёлка"".",Чита,0,1,1,1,0,1
506,"Региональный благотворительный общественный фонд содействия реализации гуманитарных программ ""Елизавета""",Москва,0,1,1,1,0,1
507,"Благотворительный фонд помощи ""Звезда Милосердия""",Москва,0,1,1,1,0,1
508,Центр защиты прав СМИ,Воронеж,0,1,1,1,0,1
509,Фонд защиты городских животных,Москва,0,1,1,1,0,1
510,Благотворительный фонд «РДКМ»,Москва,0,1,1,1,0,1
511,Всемирный фонд дикой природы (WWF),Москва,0,1,1,1,0,1
